urdu_text,phonemes,ipa,is_valid,attempts
آئسوکیانائڈ,aː ɪ s oː k j aː n ɑː ɪ d,/aːjsˈoːkkjɑːnɑːɪd/,True,1
آئسوکیانوفیروپروپانیٹ,aː ɪ s oː k j aː n oː f iː r oː p ɾ oː p ɑː n i t,/aːjsˈoːkkjɑːnɔːfiːroːpɾoːpɑːnɪt/,True,1
آئسوکیمیائی,aː ɪ s oː k iː m i aː i,/aːjsˈoːkɪmiːaːi/,True,1
آئسوکینایٹ,aː ɪ s oː k iː n aː ɪ t,/aːjsˈoːkɪnaɪt/,True,1
آئسوکینٹ,aː ɪ s oː k iː n t,/aːjsˈoːkɪnt/,True,1
آئسوگلوکوز,aː ɪ s oː ɡ l uː k oː z,/aːjsˈoːɡlʊkoz/,True,1
آئسوہال,aː ɪ s oː ɦ ɑː l,/aːjsˈoːɦɑːl/,True,1
آئسوہیکسان,aː ɪ s oː ɦ iː k s ɑː n,/aːjsˈoːɦiksaːn/,True,1
آئسٹریائٹس,aː ɪ s t ɾ ɪ ɑː ɪ t̪ s,/aːjsˈtɾɪaɪts/,True,1
آئسٹوپ,aː ɪ s t oː p,/aːjsˈoːt̪oːp/,True,1
آئسپرینائڈ,aː ɪ s p ɾ iː n aː ɪ d,/aːjsˈpɾiːnaɪd/,True,1
آئسپرینائڈز,aː ɪ s p ɾ iː n aː ɪ d z,/aːjsˈpɾiːnaɪdz/,True,1
آئسپرینیائڈ,aː ɪ s p ɾ iː n iː aː ɪ d,/aːjsˈpɾiːnijaɪd/,True,1
آئسپیسز,aː ɪ s p eː s z,/aːjsˈpɛs z/,True,1
آئسک,aː ɪ s k,/aːjs k/,True,1
آئسکریٹیٹ,aː ɪ s k ɾ iː t̪,/aːjsˈkɾiːt̪/,True,1
آئسکی,aː ɪ s k iː,/aːjsˈkiː/,True,1
آئسہ,aː ɪ s a,/aːjsa/,True,1
آئسی,aː ɪ s i,/aːjsi/,True,1
آئسینٹرپک,aː ɪ s e n t̪ ɾ p k,/aːjsˈentɾpək/,True,1
آئشی,aː ɪ ʃ i,/aːʃi/,True,1
آئفون,aː ɪ f oː n,/aːjfon/,True,1
آئسوٹوپک,aː j s oː t oː p k,/aːjsoːˈt̪oːpək/,True,1
آئسوٹوپین,aː j s oː t oː p iː n,/aːjsoːt̪oːˈpiːn/,True,1
آئسوٹوپیک,aː j s oː t oː p iː k,/aːjsoːt̪oːˈpiːk/,True,1
آئسوٹوپیکل,aː j s oː t oː p iː k aː l,/aːjsoːt̪oːˈpiːkəl/,True,1
آئسوٹوپیکلی,aː j s oː t oː p iː k l iː,/aːjsoːt̪oːˈpiːkəliː/,True,1
آئسوٹوپیکی,aː j s oː t oː p iː k iː,/aːjsoːt̪oːˈpiːkiː/,True,1
آئسوٹوک,aː j s oː t oː k,/aːjsoːˈt̪oːk/,True,1
آئل,aː j l,/aːjl/,True,1
آئلا,aː l a,/aːla/,True,1
آئلرون,aː l ɾ u n,/aːlˈɾuːn/,True,1
آئلرونز,aː l ɾ u n z,/aːlˈɾuːnz/,True,1
آئلز,aː l z,/aːlz/,True,1
آئلنڈ,aː l ɪ n ɖ,/aːlɪnɖ/,True,1
آئلٹس,aː l ɪ t s,/aːlɪts/,True,1
آئلگا,aː l ɡ a,/aːlga/,True,1
آئلہ,aː l a,/aːla/,True,1
آئلی,aː l i,/aːliː/,True,1
آئلیلیشن,aː l i l j ʊ ʃ ə n,/aːliljʊʃən/,True,1
آئلین,aː l iː n,/aːliːn/,True,1
آئلینڈ,aː l ɛ n d,/aːlɛnd/,True,1
آئلینڈرز,aː l ɛ n d ɾ z,/aːlɛndərz/,True,1
آئلینڈز,aː l ɛ n d z,/aːlɛndz/,True,1
آئلینڈنگ,aː l ɛ n d ɪ ŋ,/aːlɛndɪŋ/,True,1
آئم,aː m,/aːm/,True,1
آئمن,aː m ɪ n,/aːmɪn/,True,1
آئمہ,aː m a,/aːma/,True,1
آئمی,aː m i,/aːmiː/,True,1
آئمیرک,aː m ɪ ɾ ɪ k,/aːmɪɾɪk/,True,1
آئمینڈمنٹ,aː m ɪ n ɖ m ə n t,/aːmɪnɖmənt/,True,1
آئن,aː n,/aːn/,True,1
آئنا,aː n a,/aːna/,True,1
آئنائز,aː n aː j z,/aːnaɪz/,True,1
آئنائزد,aː n aː j z d,/aːnaɪzd/,True,1
آئنائزنگ,aː n aː j z ɪ ŋ,/aːnaɪzɪŋ/,True,1
آئنائزڈ,aː n aː j z d,/aːnaɪzd/,True,1
آئنائزیشن,aː n aː j z ɪ ʃ n,/aːnaɪʃən/,True,1
آئنائیزیشن,aː n aː j ɪ z ɪ ʃ n,/aːnaɪɪʃən/,True,1
آئناتی,aː n aː t i,/aːnaːti/,True,1
آئناکس,aː n ɑː k s,/aːnɑːks/,True,1
آئند,aː n d,/aːnd/,True,1
آئندگاں,aː n d ɡ ɑː n,/aːndɡaːn/,True,1
آئندہ,aː n d ɪ h,/aːndə/,True,1
آئنز,aː n z,/aːnz/,True,1
آئنس,aː n s,/aːns/,True,1
آئنستاین,aː n s t aː ɪ n,/aːnstɑːɪn/,True,1
آئنسلی,aː n s l i,/aːnsli/,True,1
آئنسوٹوپ,aː n s ʊ t oː p,/aːnsuːtup/,True,1
آئنسٹائن,aː n s t aː ɪ n,/aːnstɑːɪn/,True,1
آئنسٹین,aː n s t aː ɪ n,/aːnstɑːɪn/,True,1
آئننتھا,aː n n ɪ t̪ h a,/aːnnɪt̪ha/,True,1
آئنو,aː n o,/aːno/,True,1
آئنوسفیئر,aː n oː s f iː ə,/aːnosfiːər/,True,1
آئنوفورز,aː n oː f ʊ ɾ z,/aːnofurz/,True,1
آئنوفورس,aː n oː f ɾ s,/aːnofurs/,True,1
آئنوکس,aː n ʊ k s,/aːnuks/,True,1
آئنوں,aː n oː n oː,/aːnōnō/,True,1
آئنٹائن,aː n t aː ɪ n,/aːntɑːɪn/,True,1
آئنڈپینڈنٹ,aː n ɖ p ɛ n d ə n t,/aːnɖpɛndənt/,True,1
آئنک,aː n k,/aːnk/,True,1
آئنکاری,aː n k ɑː r i,/aːnkɑːri/,True,1
آئنکس,aː n k s,/aːnk s/,True,1
آئنکلی,aː n k l i,/aːnklɪ/,True,1
آئنگر,aː ŋ ɡ ɜː r,/aːŋɡər/,True,1
آئنہ,aː n ɦ a,/aːnɦa/,True,1
آئنۂ,aː n ɦ e,/aːnɦe/,True,1
آئنی,aː n i,/aːni/,True,1
آئنیاس,aː n i a s,/aːniɑs/,True,1
آئنیت,aː n i y t,/aːniːt/,True,1
آئنیس,aː n i s,/aːnis/,True,1
آئنیک,aː n ɪ k,/aːnik/,True,1
آئنیکی,aː n ɪ k i,/aːnɪki/,True,1
آئنیں,aː n eː n,/aːneːn/,True,1
آئنے,aː j n e,/aːjˈneː/,True,1
آئو,aː u,/aːu/,True,1
آئوئی,aː uː iː,/aːuːiː/,True,1
آئوائیڈ,aː u aː i d,/aːu aːjˈd/,True,1
آئوائیڈز,aː u aː i d z,/aːu aːjˈd z/,True,1
آئوت,aː u t,/aːut/,True,1
آئوتے,aː u t e,/aːuːte/,True,1
آئودوفورم,aː u d oː f oː r m,/aːuːd̪oːfɔːrm/,True,1
آئور,aː oː r,/aːˈoːr/,True,1
آئورٹک,aː oː r t k,/aːˈoːrṭk/,True,1
آئوری,aː oː r iː,/aːˈoːriː/,True,1
آئوریا,aː oː r iː a,/aːˈoːriːa/,True,1
آئورین,aː oː r iː n,/aːˈoːrin/,True,1
آئوز,aː u z,/aːuz/,True,1
آئومی,aː u m iː,/aːumˈiː/,True,1
آئون,aː u n,/aːun/,True,1
آئونائز,aː u n aː z,/aːˈunɑːz/,True,1
آئونائزنگ,aː u n aː z n g,/aːˈunɑːzn̩g/,True,1
آئونائزڈ,aː u n aː z d,/aːˈunɑːzd/,True,1
آئونائزیشن,aː u n aː z iː ʃ n,/aːˈunɑːziːʃən/,True,1
آئوناٹروپک,aː oː n ɑː t r oː p k,/aːˈoːnɑːtroːp k/,True,1
آئونز,aː u n z,/aːunz/,True,1
آئونس,aː u n s,/aːuns/,True,1
آئونو,aː u n o,/aːuno/,True,1
آئونوم,aː u n o m,/aːunoːm/,True,1
آئونک,aː u n k,/aːunk/,True,1
آئونی,aː u n iː,/aːuniː/,True,1
آئونیائی,aː u n iː j aː i,/aːuniːjaːiː/,True,1
آئونیشن,aː u n iː ʃ n,/aːˈuniːʃn/,True,1
آئووا,aː u v aː,/aːuːwa/,True,1
آئوَزی,aː u z iː,/aːuzˈiː/,True,1
آئوٹ,aː u t,/aːut/,True,1
آئوڈائیڈ,aː oː d aː i d,/aːoːd̪aːjˈd/,True,1
آئوڈائیڈز,aː oː d aː i d z,/aːoːd̪aːjˈd z/,True,1
آئوڈایٹ,aː oː d aː ɪ t,/aːoːd̪aːɪt/,True,1
آئوڈک,aː oː d k,/aːoːdk/,True,1
آئوڈیاڈ,aː oː d i aː d,/aːoːd̪i aːd/,True,1
