urdu_text,phonemes,ipa,is_valid,attempts
جنھوں,d͡ʒ ɪ n ʰ ũː,/d͡ʒɪnʰũː/,True,1
جہاں,d͡ʒ ə ɦ ɑː̃,/d͡ʒəˈɦɑ̃ː/,True,1
حادثہ,ɦ aː d ɪ s ə,/ɦɑːˈdɪsə/,True,1
حالانکہ,ɦ aː l aː n k ə,/ɦɑːlɑːˈnke/,True,1
حجاج,ɦ ʊ d͡ʒ ɑː d͡ʒ,/ɦʊd͡ʒɑːd͡ʒ/,True,1
حماد,ɦ ʊ m ɑː d,/ɦʊˈmɑːd/,True,1
حیات,ɦ ɪ j aː t,/ɦɪˈjɑːt/,True,1
حیدر,ɦ eː d ɪ r,/ɦeːˈdɪr/,True,1
خاندانی,x ɑː n d aː n iː,/xɑːnˈdɑːniː/,True,1
دارا,d ɑː r a,/dɑːˈrɑ/,True,1
درجات,d ɪ r ʤ aː t,/dɪrd͡ʒɑːt/,True,1
راگھو,r ɑː ɡ ʰ uː,/rɑːɡʰˈuː/,True,1
رفیع,r ə f iː ʕ,/rəfˈiːʕ/,True,1
روہتک,r oː ɦ ʈ ə k,/roːɦˈʈək/,True,1
سعید,s ɑː ɪ d,/sɑːˈɪd/,True,1
سلیم,s ə l iː m,/səˈliːm/,True,1
سنسکرت,s ə n s k r ɪ t,/sənsˈkrɪt/,True,1
سہانا,s ə ɦ aː n a,/səˈɦɑːnɑ/,True,1
سہروردیہ,s ə h r ʊ r d iː j ə,/səhruːrˈdiːja/,True,1
شرافت,ʃ ə r aː f ə t,/ʃəˈrɑːfət/,True,1
شوکت,ʃ oː k ə t̪,/ʃoːˈkət̪/,True,1
شیعہ,ʃ iː ʕ ə,/ʃiːˈʕə/,True,1
صوبہ,s oː b ə,/soːbə/,True,1
عظمت,ɪ z m ə t,/ɪzˈmɑt/,True,1
فوہگیڈابوڈیٹستان,f oː ɦ ə ɡ ɪ ɖ aː b uː ɖ iː ʈ s t aː n,/foːˈɦɪɡɖɑːbuːɖiːʈsˈtɑːn/,True,1
قدرت,q ʊ d r ə t̪,/qʊˈdrət̪/,True,1
لوکا,l oː k a,/loːˈkɑ/,True,1
لیمبڈا,l iː m b ɖ aː,/liːmˈbɖɑː/,True,1
معتمر,m ʊ ʕ t̪ a m ɪ r,/mʊʕt̪əˈmɪr/,True,1
مغفور,m ʊ ɣ f uː r,/mʊɣˈfuːr/,True,1
موستار,m oː s t aː r,/moːsˈtɑːr/,True,1
مولانا,m oː l ɑː n a,/moːlɑːˈnɑ/,True,1
مولانامختار,m oː l aː n aː m ʊ k t ɑː r,/moːlaːnaːmʊkˈtɑːr/,True,1
نماز,n aː m aː z,/nɑːˈmɑːz/,True,1
نندوکالودے,n ɪ n d uː k aː l uː d eː,/nɪnduːkɑːluːˈdeː/,True,1
وزرائے,w ʊ z r aː eː,/wʊzrəˈeː/,True,1
پتھینیتم,p ʊ t̪ ʰ iː n iː t ə m,/pʊt̪ʰiːˈniːtəm/,True,1
پورا,p uː r aː,/puːˈraː/,True,1
پچووم,p ə t͡ʃ oː m,/pət͡ʃoːm/,True,1
پیدائشی,p eː d aː ɪ ʃ iː,/peːdɑːˈɪʃiː/,True,1
پیڈیکیٹاپلی,p eː ɖ iː k iː t aː p l iː,/peːɖiːkiːtɑːˈpliː/,True,1
چیچنیا,t͡ʃ iː t͡ʃ ɪ n iː aː,/t͡ʃiːt͡ʃˈniːaː/,True,1
کاربن,k aː r b ə n,/kɑːrˈbən/,True,1
کتابوں,k ə t aː b õː,/kətɑːˈbõː/,True,1
کہیں,k ɛː ɦ iː̃,/kɛːˈhĩː/,True,1
کیونکہ,k iː ʊ n k ʰ ə,/kiːʊnˈkʰə/,True,1
گرمیوں,ɡ ə r m iː õː,/ɡərˈmiːõː/,True,1
گھڑی,ɡ ʱ ɽ iː,/ɡʱɽiː/,True,1
ہریانوی,ɦ ə r j aː n w iː,/ɦərjɑːnˈwiː/,True,1
ہندی,ɦ ɪ n d iː,/ɦɪnˈdiː/,True,1
یحیی,j ə ɦ j ə,/jəɦˈjɑː/,True,1
یزید,j ə z iː d,/jəzˈiːd/,True,1
یعنی,j aː n ɪ,/jɑːˈnɪ/,True,1
یورپ,j uː r ə p,/ˈjuːrəp/,True,1
لامہ,l aː m ə,/ˈlɑːmə/,True,1
اسباق,ɑː s b aː q,/ɑːsbɑːq/,True,1
انفارمیشن,ɪ n f aː r m eː ʃ ə n,/ɪnfɑːrˈmeːʃən/,True,1
انفرادی,ɪ n f r ɪ d aː n iː,/ɪnfrɪˈdɑːniː/,True,1
بلکہ,b ə l k ə,/bəlˈkə/,True,1
حکومت,ɦ ʊ k uː m ə t,/ɦʊkuːˈmət/,True,1
روسٹر,r oː s t ə r,/roːsˈtər/,True,1
ضامن,z aː m ɪ n,/zɑːˈmɪn/,True,1
علاج,ʊ l aː d͡ʒ,/ʊˈlaːd͡ʒ/,True,1
مراکز,m ʊ r ɑː k ɪ z,/mʊˈrɑːkɪz/,True,1
چنانچہ,t͡ʃ ə n aː n t͡ʃ ə,/t͡ʃəˈnɑːnt͡ʃə/,True,1
جنہیں,d͡ʒ ə n ʰ eː̃,/d͡ʒənˈhẽː/,True,1
حاشاوکلا,ɦ aː ʃ aː w k l aː,/ɦɑːʃɑːwˈklɑː/,True,1
ءآرکائیو,ʔ aː r k aː ɪ v oː,/ʔɑːrˈkaːivoː/,True,1
ءالاسکا,ʔ aː l aː s k aː,/ʔɑːlɑːsˈkɑː/,True,1
ءامریکا,ʔ aː m r eː k aː,/ʔɑːmreːˈkɑː/,True,1
ءانتقال,ʔ aː n t i q aː l,/ʔɑːntɪˈqɑːl/,True,1
ءانڈونیشیائی,ʔ aː n d oː n iː ʃ iː aː iː,/ʔɑːndoːniːʃɪˈaːiː/,True,1
ءبغداد,ʔ b ɣ d ɑː d,/ʔbɣˈdɑːd/,True,1
ءترکی,ʔ t ʊ r k iː,/ʔtʊrˈkiː/,True,1
ءخیال,ʔ x j aː l,/ʔxjɑːl/,True,1
ءسابقہ,ʔ s aː b ɪ q ə,/ʔsɑːˈbɪqə/,True,1
ءماؤنٹ,ʔ m aʊ n t,/ʔmɑʊnt/,True,1
ءمارگریٹ,ʔ m aː r ɡ r iː t,/ʔmɑːrɡˈriːt/,True,1
ءماہنامہ,ʔ m aː h n aː m ə,/ʔmɑːhnɑːˈmɑː/,True,1
ءمیں,ʔ m ẽː,/ʔmẽː/,True,1
ءوفات,ʔ uː f aː t,/ʔuːˈfɑːt/,True,1
ءکرائسٹ,ʔ k r aː ɪ s t,/ʔkrɑːɪst/,True,1
ءیوگنڈا,ʔ j uː ɡ n ɖ aː,/ʔjuːɡˈnɖɑː/,True,1
آئبیریا,aː ɪ b iː r iː aː,/ɑːɪbɪˈriːɑː/,True,1
آئتکن,aː ɪ t k ʊ n,/ɑːɪtˈkʊn/,True,1
آئرستان,aː ɪ r s t aː n,/ɑːɪrˈstɑːn/,True,1
آئرستانی,aː ɪ r s t aː n iː,/ɑːɪrstɑːˈniː/,True,1
آئرش,aː ɪ r ʃ,/ɑːɪrʃ/,True,1
آئرلینڈ,aː ɪ r l eː n d,/ɑːɪrlend/,True,2
آئرلینڈ,aː ɪ r l eː n d,/ɑːɪrlend/,True,2
آئرڈیل,aː ɪ r ɖ iː l,/ɑːɪɽiːl/,True,1
آئرین,aː ɪ r iː n,/ɑːɪˈriːn/,True,1
آئریڈسٹسٹ,aː ɪ r iː d s t ə s t,/ɑːɪˈriːdstəst/,True,1
آئزکراوکلے,aː ɪ z k r aː w k l eː,/ɑːɪzkraːwˈkleː/,True,1
آئسوتھرمل,aː ɪ s oː t̪ʰ ər m ə l,/ɑːɪsoːt̪ʰəˈrməl/,True,1
آئسوٹروپک,aː ɪ s oː t̪ r oː p k,/ɑːɪsoːˈt̪roːpk/,True,1
آئسینائی,aː ɪ s iː n aː iː,/ɑːɪsiːˈnaːiː/,True,1
آئسینٹروپک,ɑː i s i n t r oː p k,/ˌɑːisɛnˈtroːpək/,True,1
آئلینڈ,ɑː i l æ n d,/ˈɑːilænd/,True,1
آئندہ,ɑː i n d ə,/ˈɑːində/,True,1
آئوستا,ɑː i o s t a,/ˌɑːioˈsta/,True,1
آئونی,ɑː i uː n iː,/ˌɑːiˈuːniː/,True,1
آئکنہم,ɑː i k ə n h ə m,/ˌɑːikənˈhəm/,True,1
آئیرس,ɑː i r s,/ˈɑːiərs/,True,1
آئیسن,ɑː i s ə n,/ˈɑːisən/,True,1
آئیفا,ɑː i f a,/ˈɑːifa/,True,1
آئیلزبرو,ɑː i l z b r o,/ˌɑːilzˈbrəʊ/,True,1
آئیلک,ɑː i l k,/ˈɑːilk/,True,1
آئیلی,ɑː i l i,/ˈɑːili/,True,1
آئین,ɑː i n,/ˈɑːin/,True,2
آئین,ɑː i n,/ˈɑːin/,True,2
آئینہ,ɑː i n ə,/ˈɑːinə/,True,1
آئینی,ɑː i n iː,/ˈɑːiniː/,True,1
آئیور,ɑː i ɔː r,/ˈɑːiɔːr/,True,1
آئیوری,ɑː i ɔː r i,/ˈɑːiɔːri/,True,1
آئیوس,ɑː i oː s,/ˈɑːioːs/,True,1
آئیوو,ɑː i uː,/ˈɑːiuː/,True,1
آئیووا,ɑː i uː w a,/ˈɑːiuːvə/,True,1
آئیڈبلیو,ɑː i d b l i uː,/ˌɑːidˈbljuː/,True,1
آئیڈیا,ɑː i d i a,/ˈɑːidiːjɑː/,True,1
آئیڈیل,ɑː i d i l,/ˈɑːidiːl/,True,1
آئیڈیلسٹ,ɑː i d i l ɪ s t,/ˈɑːidɪlɪst/,True,1
آئیکونوکلاسم,ɑː i k oː n o k l ɑː s m,/ˌɑːikoːnəkˈlɑːsm/,True,1
آئیکوکو,ɑː i k oː k o,/ˌɑːikoːˈko/,True,1
آئیگو,ɑː i g o,/ˈɑːigo/,True,1
آئیں,ɑː i e n,/ɑːˈiẽː/,True,2
آئیں,ɑː i e n,/ɑːˈiẽː/,True,2
آباؤاجداد,ɑː b aː oː aː d͡ʒ d aː d,/ɑːbɑːʊˈaːd͡ʒˌdɑːd/,True,1
آبائہ,ɑː b aː i h ə,/ɑːbɑːˈihə/,True,1
آبائی,ɑː b aː iː,/ɑːbɑːˈiː/,True,1
آبااجداد,ɑː b aː a d͡ʒ d aː d,/ɑːbɑːd͡ʒˈdɑːd/,True,1
آباد,ɑː b aː d,/ˈɑːbɑːd/,True,2
آبادان,ɑː b aː d aː n,/ɑːbɑːˈdɑːn/,True,1
آبادراولپنڈی,ɑː b aː d r aː w ə l p ə n d i,/ɑːbɑːd rɑʊlˈpəndi/,True,1
آباده,ɑː b aː d ə h,/ɑːbɑːdə/,True,1
آبادکار,ɑː b aː d k aː r,/ɑːbɑːdˈkɑːr/,True,1
آبادکاروں,ɑː b aː d k aː r õː,/ɑːbɑːdkɑːˈroː/,True,1
آبادکاری,ɑː b aː d k aː r i,/ɑːbɑːdˈkɑːri/,True,1
آبادکاریوں,ɑː b aː d k aː r i oː ɳ,/ɑːbɑːdkɑːˈriːoːɳ/,True,1
آبادہ,ɑː b aː d ə,/ɑːbɑːdə/,True,2
آبادہ,ɑː b aː d ə,/ɑːbɑːdə/,True,2
آبادہے,ɑː b aː d h ɛ,/ɑːbɑːdˈhɛ/,True,1
آبادی,ɑː b aː d i,/ɑːbɑːˈdiː/,True,2
آبادی,ɑː b aː d i,/ɑːbɑːˈdiː/,True,2
آبادیشاہ,ɑː b aː d i ʃ ɑː h,/ɑːbɑːdɪˈʃɑːh/,True,1
آبادیات,ɑː b aː d i aː t,/ɑːbɑːdiˈɑːt/,True,1
آبادیاتی,ɑː b aː d i aː t i,/ɑːbɑːdiˈɑːtiː/,True,1
آبادیاں,ɑː b aː d i j ɑː n,/ɑːbɑːˈdijɑːn/,True,2
آبادیاں,ɑː b aː d i j ɑː n,/ɑːbɑːˈdijɑːn/,True,2
آبادیوں,ɑː b aː d i oː ɳ,/ɑːbɑːˈdiːoːɳ/,True,2
آبادیوں,ɑː b aː d i oː ɳ,/ɑːbɑːˈdiːoːɳ/,True,2
آبادیکے,ɑː b aː d i k e,/ɑːbɑːdɪˈke/,True,1
آباد,ɑː b aː d,/ˈɑːbɑːd/,True,2
آبازئی,ɑː b aː z eː i,/ɑːbɑːˈzeːi/,True,1
آبانار,ɑː b aː n aː r,/ɑːbɑːˈnɑːr/,True,1
آباواجداد,ɑː b aː w ɑː d͡ʒ d aː d,/ɑːbɑːwɑːd͡ʒˈdɑːd/,True,1
آببار,ɑː b b aː r,/ˈɑːbbɑːr/,True,1
آبباریک,ɑː b b aː r i k,/ɑːbbɑːˈrik/,True,1
آببندان,ɑː b b ə n d aː n,/ɑːbːənˈdɑːn/,True,1
آببید,ɑː b b iː d,/ɑːbːiːd/,True,1
آببیدک,ɑː b b iː d k,/ɑːbːiːdk/,True,1
آبدوز,ɑː b d uː z,/ˈɑːbduːz/,True,1
آبدوزوں,ɑː b d o z ʊ̃,/ɑːbdoˈzũː/,True,1
آبراہ,ɑː b r aː ɦ,/ɑːbrɑːˈɦ/,True,1
آبردین,ɑː b r d iː n,/ɑːbrˈdiːn/,True,1
آبرن,ɑː b r n,/ɑːbrˈn/,True,1
آبرو,ɑː b r uː,/ɑːbˈruː/,True,1
آبرژماں,ɑː b r ʒ m ɑ̃ː,/ɑːbrʒˈmɑ̃ː/,True,1
آبرھام,ɑː b r ɦ ɑː m,/ɑːbrɦɑːm/,True,1
آبزرور,ɑː b z o r,/ɑːbzɔːr/,True,1
آبزرویٹری,ɑː b z r oɪ t r iː,/ɑːbzroɪˈtriː/,True,1
آبزرویٹوری,ɑː b z r oɪ t o r iː,/ɑːbzroɪˈtoːriː/,True,1
آبشار,ɑː b ʃ aː r,/ɑːbˈʃaːr/,True,1
آبشاروں,ɑː b ʃ aː r o ̃ː,/ɑːbʃaːˈrõː/,True,1
آبشاری,ɑː b ʃ aː r iː,/ɑːbˈʃaːriː/,True,1
آبنائے,ɑː b n aː eː,/ɑːbnɑːˈeː/,True,1
آبندانکش,ɑː b n d ɑː n k ə ʃ,/ɑːbndɑːnˈkəʃ/,True,1
آبنوس,ɑː b n o s,/ɑːbˈnos/,True,1
آبائکم,ɑː b aː ə k ə m,/ɑːbɑːɪˈkəm/,True,1
آبپاشی,ɑː b p aː ʃ iː,/ɑːbpɑːˈʃiː/,True,2
آبپاشی,ɑː b p aː ʃ iː,/ɑːbpɑːˈʃiː/,True,2
آبچنار,ɑː b t͡ʃ n aː r,/ɑːbt͡ʃnɑːr/,True,1
آبکاربن,ɑː b k aː r b ə n,/ɑːbkɑːrˈbən/,True,1
آبگرم,ɑː b g ʊ r m,/ɑːbˈgʊrm/,True,2
آبگرم,ɑː b g ʊ r m,/ɑːbˈgʊrm/,True,2
آبگرمک,ɑː b g ʊ r m ə k,/ɑːbɡʊrˈmək/,True,1
آبیلا,ɑː b iː l aː,/ɑːbiːˈlaː/,True,1
آبیگولہ,ɑː b iː ɡ oː l ə,/ɑːbiːˈɡoːlə/,True,1
آتسینانانا,ɑː t s iː n aː n aː n aː,/ɑːtsiːnɑːˈnɑːnɑː/,True,1
آتشزدگی,ɑː t ʃ ə z d ɡ iː,/ɑːtʃəzˈdɡiː/,True,2
آتشزدگی,ɑː t ʃ ə z d ɡ iː,/ɑːtʃəzˈdɡiː/,True,2
آتماؤں,ɑː t m aː ũː,/ɑːtmɑ̃ːˈũː/,True,1
آتماکتھا,ɑː t m aː k t ʰ aː,/ɑːtmɑːkʰˈtʰɑː/,True,1
آتماکور,ɑː t m aː k oː r,/ɑːtmɑːˈkoːr/,True,1
آتونتاکی,ɑː t oː n t aː k iː,/ɑːtoːntɑːˈkiː/,True,1
آتاه,ɑː t aː ɦ,/ɑːtɑːˈɦ/,True,1
آتھرتن,ɑː t ʰ r t ə n,/ɑːtʰərˈtən/,True,1
آتھیا,ɑː t ʰ iː ɑː,/ɑːtʰiːˈɑː/,True,1
آتیکا,ɑː t iː k aː,/ɑːtiːˈkaː/,True,1
آتیں,ɑː t eː̃,/ɑːˈtẽː/,True,1
آثارقدیمہ,ɑː s ɑː r q ɑ d iː m ə,/ɑːsɑːr qəˈdiːmə/,True,1
آثاریاتی,ɑː s ɑː r iː ɑː t iː,/ɑːsɑːriːɑːˈtiː/,True,1
آجائے,ɑː d͡ʒ aː ɪ eː,/ɑːd͡ʒɑːˈjeː/,True,2
آجائے,ɑː d͡ʒ aː ɪ eː,/ɑːd͡ʒɑːˈjeː/,True,2
آجاتا,ɑː d͡ʒ aː t aː,/ɑːd͡ʒɑːˈtaː/,True,1
آجاتی,ɑː d͡ʒ aː t iː,/ɑːd͡ʒɑːˈtiː/,True,1
آجاتے,ɑː d͡ʒ aː t eː,/ɑːd͡ʒɑːˈteː/,True,2
آجاتے,ɑː d͡ʒ aː t eː,/ɑːd͡ʒɑːˈteː/,True,2
آجارستان,ɑː d͡ʒ aː r s t ɑː n,/ɑːd͡ʒɑːrˈstɑːn/,True,1
آجانے,ɑː d͡ʒ aː n eː,/ɑːd͡ʒɑːˈneː/,True,1
آجروں,ɑː d͡ʒ ə r o ̃ː,/ɑːd͡ʒəˈrõː/,True,1
آخرمیں,ɑː x ə r m ẽː,/ɑːxrˈmẽː/,True,1
آخرکار,ɑː x ə r k aː r,/ɑːxrˈkaːr/,True,1
آخیئی,ɑː x ɪ j iː,/ɑːxɪˈjiː/,True,1
آدابه,ɑː d ɑː b ə,/ɑːˈdɑːbə/,True,1
آدانا,ɑː d aː n aː,/ɑːdɑːˈnaː/,True,2
آدانا,ɑː d aː n aː,/ɑːdɑːˈnaː/,True,2
آداٸیگی,ɑː d aː ɪ ɡ iː,/ɑːdɑːˈiːɡiː/,True,1
آداژی,ɑː d aː ʒ iː,/ɑːdɑːˈʒiː/,True,1
آدتیا,ɑː d ə t iː j aː,/ɑːdəˈtiːjɑː/,True,1
آدتیہ,ɑː d ə t iː j aː,/ɑːdəˈtiːjɑː/,True,2
آدتیہ,ɑː d ə t iː j aː,/ɑːdəˈtiːjɑː/,True,2
آدریان,ɑː d r iː ɑː n,/ɑːdriːˈɑːn/,True,1
آدمز,ɑː d ə m z,/ɑːdəmz/,True,1
آدمیوں,ɑː d ə m iː o ̃ː,/ɑːdəmˈjõː/,True,1
آدونی,ɑː d oː n iː,/ɑːdoːˈniː/,True,1
آدووال,ɑː d oː ʋ aː l,/ɑːdoːˈʋaːl/,True,1
آدژود,ɑː d ʒʱ o d,/ɑːdʒʱod/,True,1
آدیتی,ɑː d iː t i,/ɑːdiːˈti/,True,1
آدیماپن,ɑː d iː m a p ə n,/ɑːdɪˈmapən/,True,1
آذادی,ɑː z aː d i,/ɑːˈzaːdi/,True,1
آذربائجان,ɑː z r b aː dʒ aː n,/ɑːzərbɐˈdʒaːn/,True,1
آذربائجانی,ɑː z r b aː dʒ aː n i,/ɑːzərbɐdʒaːˈniː/,True,1
آذربائیجان,ɑː z r b aː iː dʒ aː n,/ɑːzərbaːˈiːdʒaːn/,True,4
آذربائیجان,ɑː z r b aː iː dʒ aː n,/ɑːzərbaːˈiːdʒaːn/,True,4
آذربائیجانآرکائیو,ɑː z r b aː iː dʒ aː n ɑː r k aː iː w,/ɑːzərbaːiːdʒaːn ɑːrˈkaːiːw/,True,1
آذربائیجانوں,ɑː z r b aː iː dʒ aː n uː ɳ,/ɑːzərbaːiːdʒaːˈnuːɳ/,True,1
آذربائیجانی,ɑː z r b aː iː dʒ aː n i,/ɑːzərbaːiːdʒaːˈni/,True,2
آذربائیجانیوں,ɑː z r b aː iː dʒ aː n i uː ɳ,/ɑːzərbaːiːdʒaːˈniːuːɳ/,True,1
آذربائیجان,ɑː z r b aː iː dʒ aː n,/ɑːzərbaːˈiːdʒaːn/,True,4
آذربایجانی,ɑː z r b aː j aː n i,/ɑːzərbaːˈjɑːni/,True,1
آذربایجانیوں,ɑː z r b aː j aː n i uː ɳ,/ɑːzərbaːˈjɑːniːuːɳ/,True,1
آذروان,ɑː z r oː ɑː n,/ɑːzɾoːˈɑːn/,True,1
آذریوں,ɑː z r iː uː ɳ,/ɑːzˈriːuːɳ/,True,1
آذانهم,ɑː z aː n h ə m,/ɑːˈzaːnhəm/,True,1
آذربائیجانی,ɑː z r b aː iː dʒ aː n i,/ɑːzərbaːiːdʒaːˈni/,True,2
آذربائیجان,ɑː z r b aː iː dʒ aː n,/ɑːzərbaːˈiːdʒaːn/,True,4
آرئین,ɑː r iː n,/ɑːˈriːn/,True,1
آرئیں,ɑː r eː ɳ,/ɑːˈreːɳ/,True,1
آرائش,ɑː r aː ɪ ʃ,/ɑːˈraːɪʃ/,True,1
آرائشی,ɑː r aː ɪ ʃ i,/ɑːˈraːɪʃi/,True,1
آرائی,ɑː r aː iː,/ɑːˈraːiː/,True,2
آرائی,ɑː r aː iː,/ɑːˈraːiː/,True,2
آرائیاں,ɑː r aː iː ɲ,/ɑːˈraːiːɲ/,True,1
آرائیوں,ɑː r aː iː uː ɳ,/ɑːˈraːiːuːɳ/,True,1
آرائے,ɑː r aː eː,/ɑːˈraːeː/,True,1
آراد,ɑː r aː d,/ɑːˈraːd/,True,1
آرادھنا,ɑː r aː dʱ n a,/ɑːrədʱˈna/,True,1
آرارات,ɑː r aː r aː t,/ɑːrɑːˈrɑːt/,True,1
آرارک,ɑː r aː r k,/ɑːˈrɑːrk/,True,1
آراستہ,ɑː r aː s t ə,/ɑːˈraːstə/,True,1
آرامکو,ɑː r aː m k oː,/ɑːraːmˈkoː/,True,1
آرامی,ɑː r aː m iː,/ɑːˈraːmiː/,True,1
آرامیوں,ɑː r aː m iː oː ɳ,/ɑːrɑːmˈjoːɳ/,True,2
آرامیوں,ɑː r aː m iː oː ɳ,/ɑːrɑːmˈjoːɳ/,True,2
آراوکا,ɑː r aː oː k a,/ɑːrɑːoːˈka/,True,1
آرایس,ɑː r aː eː s,/ɑːˈraːeːs/,True,1
آراین,ɑː r aː iː n,/ɑːˈraːiːn/,True,1
آربروتھ,ɑː r b r oː θ,/ɑːrbˈroːθ/,True,1
آرتمار,ɑː r t ə m aː r,/ɑːrtəˈmaːr/,True,1
آرتمیس,ɑː r t ə m iː s,/ɑːrtəˈmiːs/,True,1
آرتورو,ɑː r t uː r o,/ɑːrtuːˈro/,True,1
آرتھر,ɑː r θ ə r,/ɑːrθər/,True,2
آرتھر,ɑː r θ ə r,/ɑːrθər/,True,2
آرتھرچھٹی,ɑː r θ ə r t͡ʃ ʰ ʈ iː,/ɑːrθərˈt͡ʃʰʈiː/,True,1
آرتھو,ɑː r t ʰ oː,/ɑːrtʰoː/,True,1
آرتھوپیڈک,ɑː r t ʰ oː p iː ɖ ə k,/ɑːrtʰoːˈpiːɖək/,True,1
آرتھوڈوکس,ɑː r t ʰ oː ɖ oː k s,/ɑːrtʰoːˈɖoːks/,True,1
آرتھوڈکس,ɑː r t ʰ oː ɖ k s,/ɑːrtʰoːˈɖks/,True,1
آرتھوکرومیٹک,ɑː r t ʰ oː k r oː m iː ʈ ə k,/ɑːrtʰoːkrəˈmiːʈək/,True,1
آرتھوگرافک,ɑː r t ʰ oː ɡ r aː f ə k,/ɑːrtʰoːˈɡraːfək/,True,1
آرتھوگرافی,ɑː r t ʰ oː ɡ r aː f i,/ɑːrtʰoːˈɡraːfi/,True,1
آرتی,ɑː r t iː,/ɑːrˈtiː/,True,1
آرجنٹینا,ɑː r d͡ʒ ə n ʈ iː n a,/ɑːrd͡ʒənˈʈiːnɑː/,True,1
آرجنیٹم,ɑː r d͡ʒ n iː ʈ əm,/ɑːrd͡ʒniːˈʈəm/,True,1
آردام,ɑː r d aː m,/ɑːrˈdɑːm/,True,1
آردیشر,ɑː r d iː ʃ ər,/ɑːrˈdiːʃər/,True,1
آرزو,ɑː r z uː,/ɑːrˈzuː/,True,1
آرزوئیں,ɑː r z uː eː ɳ,/ɑːrzueːˈɳ/,True,1
آرستہ,ɑː r s t ə,/ɑːrˈstə/,True,1
آرسنل,ɑː r s n ə l,/ɑːrˈsnəl/,True,1
آرسٹیگوئی,ɑː r s ʈ iː ɡ oː iː,/ɑːrˈsʈiːɡoːiː/,True,1
آرمینیا,ɑː r m iː n iː aː,/ɑːrmɪˈniːaː/,True,1
آرمینیا,ɑː r m iː n iː aː,/ɑːrmɪˈniːaː/,True,1
آرسچوٹ,ɑː r s t͡ʃ uː t,/ɑːrsˈt͡ʃuːt/,True,1
آرسینک,ɑː r s iː n k,/ɑːrsˈiːnk/,True,1
آرسینیکل,ɑː r s iː n i k l,/ɑːrsɪˈniːkl/,True,1
آرلنگٹن,ɑː r l ə ŋ ɡ ʈ ə n,/ɑːrləŋˈɡʈən/,True,2
آرلنگٹن,ɑː r l ə ŋ ɡ ʈ ə n,/ɑːrləŋˈɡʈən/,True,2
آرمادا,ɑː r m aː d a,/ɑːrməˈdaː/,True,2
آرمادا,ɑː r m aː d a,/ɑːrməˈdaː/,True,2
آرمان,ɑː r m aː n,/ɑːrˈmaːn/,True,1
آرماو,ɑː r m aː v,/ɑːrˈmaːv/,True,1
آرمرڈ,ɑː r m ə r d,/ɑːrmərd/,True,1
آرمری,ɑː r m ə r iː,/ɑːrməˈriː/,True,2
آرمری,ɑː r m ə r iː,/ɑːrməˈriː/,True,2
آرمسٹائس,ɑː r m s t aɪ s,/ɑːrmˈstaɪs/,True,1
